Content ID,Vuln_list
83,"## 1 **Access Control and Authorization Flaws**

* **Insufficient access restrictions on critical functions**, enabling misuse:

  * Unrestricted treasury manipulation (H-03)
  * `Shelter.withdraw` allows multiple unauthorized withdrawals (H-03, H-07)
  * Admin can drain rewards or funds via backdoors (M-06, M-10)
  * No checks for reentrancy or state consistency in critical calls (H-03, H-06, M-07)

---

## 2 **Reward Distribution and Accounting Errors**

* **Flawed reward calculations, state tracking, and distribution mechanisms**, leading to incorrect or unfair allocations:

  * Inconsistent reward calculation logic in `MasterChef` (H-01, H-02, H-08)
  * Reward duplication or under-distribution across pools (H-04, H-06, H-11)
  * Reward integral miscalculations causing user loss or unexpected distributions (H-06, H-11)

---

## 3 **Fund Handling and Token Transfer Risks**

* **Loss, lockup, or misallocation of user funds** due to faulty logic:

  * Locked deposit fees and rewards in `MasterChef` and `StakingRewards` (H-02, M-03)
  * LP tokens stuck post-shelter activation (H-10)
  * Risk of LP token lock when exiting shelter without re-staking (H-10)
  * Incorrect token transfers and balance assumptions in `Shelter` and reward contracts (H-04, M-07)

---

## 4 **Oracle and Pricing Issues**

* **Flawed handling of external data and pricing dependencies**:

  * Incorrect assumptions in Curve pool math lead to discrepancies (H-05)
  * Inaccurate reward calculations due to shared reward tokens across pools (H-11)
  * Missing validation for external dependencies (M-04, M-05)

---

## 5 **Reentrancy, Race Conditions, and State Dependency Risks**

* **Unsafe external calls and state updates create exploitable attack vectors**:

  * Reentrancy in `withdraw()` allows draining of funds (H-03, H-07)
  * Race conditions in approvals and deposits (M-07)
  * Incorrect ordering of state updates in reward and shelter logic (H-06, H-10)

---

## 6 **Input Validation and Edge Case Handling**

* **Insufficient checks for function inputs and parameter constraints**:

  * Unbounded fees in `MasterChef` allowing 100%+ fees (M-02)
  * No validation on shelter deposits post-grace period (M-01)
  * Fee-on-transfer token incompatibility in `Shelter` (M-07)
  * Missing zero address and parameter checks (M-04, M-06)

---

## 7 **Denial-of-Service (DoS) and Griefing Vectors**

* **Attackers can lock, block, or disrupt protocol operations**:

  * Repeated shelter withdrawals drain all funds (H-03, H-07)
  * Griefing via multiple order extractions in shelters and pools (M-07)
  * LP tokens stuck due to shelter logic and withdrawal conditions (H-10)

---

## 8 **Governance and Centralization Risks**

* **Privilege abuse or design flaws enabling centralized control**:

  * Admin can recover `rewardsToken` from `StakingRewards` (M-06)
  * Lack of governance guardrails for critical system changes (M-06, H-03)

---

## 9 **Best Practices, Code Quality, and Maintainability Issues**

* **Poor code hygiene and inconsistencies hinder safety and maintenance**:

  * Deprecated patterns, unclear comments, missing events (multiple N-class findings)
  * Unsafe `safeApprove` usage and lack of proper error handling (N-classes)
  * Unused imports, functions, and unnecessary complexity (N-classes)

---

## 10 **Gas Optimization Opportunities**

* **Redundant logic, inefficient loops, and unnecessary storage reads**:

  * 33 separate gas optimization findings across contracts (G-01 to G-33)"
89,"## 1 **Access Control and Authorization Issues**

* Inadequate access restrictions allow unauthorized operations:

  * Improper governance and ownership logic in multiple contracts (M-02, M-09)
  * Lack of protection on initializers and critical functions (L-03)
  * Risks from single-step critical governance updates (L-02)

---

## 2 **Fund Handling, Reward Accounting, and Asset Management Risks**

* Errors in fund distribution, accounting logic, and asset transfers:

  * InsuranceFund share dilution and fund loss risks (H-03, M-06, M-13)
  * Improper reward handling in deposit/withdraw flows (H-02, M-11)
  * Locked funds in VUSD due to zero-value withdrawal issues (M-10, L-04)
  * Improper token handling in withdrawal and liquidation systems (M-16, M-13)

---

## 3 **Oracle and Price Feed Issues**

* Dependence on external data without proper validation or safeguards:

  * Unfiltered or stale oracle prices can trigger incorrect liquidations (M-01)
  * Oracle decimal assumptions leading to incorrect calculations (M-05, M-07)
  * Missing oracle fallback and redundancy checks (M-01)

---

## 4 **Reentrancy, Race Conditions, and State Consistency Risks**

* Unsafe state updates and external calls:

  * Reentrancy in initializers and key functions (H-01, L-03, N-02)
  * Race conditions in withdrawal and settlement logic (M-11)
  * Delayed updates in `settleFunding` across markets (M-08)

---

## 5 **Denial-of-Service (DoS) and Griefing Vectors**

* Vulnerabilities enabling disruption or blocking of normal operations:

  * DOS via zero-value withdrawal spam in VUSD (H-02, M-10)
  * Withdrawal blockage due to blacklisted users (M-16)
  * `settleFunding` exceeding gas limits as markets grow (M-04)
  * Griefing risk in liquidation mechanics (M-14)

---

## 6 **Input Validation and Edge Case Handling**

* Missing checks for critical parameters and inputs:

  * Zero address checks missing in constructors and setters (L-05)
  * Missing minimum withdrawal thresholds and input validations (H-02, M-02)
  * Improper handling of rebasing/deflationary tokens (L-04)

---

## 7 **Governance and Centralization Risks**

* Risks of central authority misuse or system compromise:

  * Hidden governance mechanisms in contract design (M-02)
  * Governance's ability to arbitrarily change dependencies (M-15)
  * Risks from single-step ownership transfers (L-02)

---

## 8 **Best Practices, Code Quality, and Maintainability Issues**

* Code hygiene, clarity, and safety concerns:

  * Use of deprecated patterns like `safeApprove` (L-07)
  * Lack of event emissions for admin actions (L-06)
  * Unclear comments, redundant code, and outdated dependencies (N-classes)

---

## 9 **Gas Optimization Opportunities**

* Inefficient code patterns, redundant operations, and unnecessary storage:

  * 21 distinct gas optimization findings across contracts (G-01 to G-21)"
90,"## **Vulnerability Categories (by Nature)**

### 1 **Access Control & Privilege Management**

* Excessive privileges, role mismanagement, and rug-pull risks:

  * **\[M-01]** Index managers can rug user funds
  * **\[M-05]** Asset Manager can update existing `_assetAggregator`
  * **\[M-06]** Duplicate asset can be added (privilege misuse risk)

### 2 **Arithmetic & Calculation Errors**

* Logic flaws in math operations and unintended overflow behaviors:

  * **\[H-02]** Addition overflow in `currentCumulativePrices()` (Solidity 0.8.x changes)
  * **\[M-04]** Wrong requirement in `reweight` function
  * **\[M-08]** Incorrect `shareChange()` calculation logic
  * **\[L-06]** Uniswap DOS via slippage/price manipulation
  * **Gas Optimizations**: Unchecked increments, unnecessary storage reads

### 3 **Token Handling & Economic Assumptions**

* Incorrect assumptions about token behavior, e.g., fee-on-transfer tokens:

  * **\[M-07]** Tokens with fee on transfer are not supported
  * **\[M-03]** Draining of skipped assets without proper checks
  * **\[M-02]** Chainlink `latestRoundData` might return stale or incorrect data

### 4 **Code Logic & Functional Flaws**

* Design or implementation issues that break intended functionality:

  * **\[H-01]** IndexLogic minting vulnerability (minting tokens with others’ assets)
  * **\[M-03]** Skipped assets can be drained (logic gap)
  * **\[M-04]** `reweight` function logic error
  * **\[M-06]** Duplicate asset addition

### 5 **External Dependency Risks**

* Dependence on external oracles, libraries, or standards without safeguards:

  * **\[H-02]** Solidity version change breaks Uniswap logic
  * **\[M-02]** Chainlink stale data issues
  * **\[M-05]** Asset Manager role can compromise oracles

### 6 **Best Practices & Code Quality**

* Incomplete or inconsistent coding practices that could lead to vulnerabilities:

  * **Low/Non-Critical Issues**: Missing NatSpec, poor variable naming, missing `require` messages, etc.
  * **Gas Optimizations**: Inefficient loops, unnecessary storage reads, redundant return statements"
92,"## **Vulnerability Categories (by Nature)**

### 1 **Access Control & Privilege Management**

* Excessive privileges, trust assumptions, and rug-pull vectors:

  * **\[M-05]** Gibber can take any amount from safes (admin can drain vaults)
  * **\[M-03]** Slurp function can be manipulated by privileged actors (fee adjustment + front-running)
  * **\[L-03]** Missing zero address checks in privileged functions (e.g., `setBooster`, `setClerk`, etc.)

---

### 2 **Arithmetic & Calculation Errors**

* Logic flaws in math operations and system state assumptions:

  * **\[H-01]** ERC4626 mint uses wrong `amount` instead of `shares` (incorrect math in minting logic)
  * **\[M-02]** TurboSafe `less()` implementation can cause accounting distortion (over-reporting boosts)
  * **\[M-04]** ERC4626 does not support fee-on-transfer tokens (inaccurate asset accounting)
  * **\[M-01]** `ERC4626RouterBase.withdraw` lacks proper `maxShares` check (inconsistent withdrawal accounting)
  * **\[L-02]** Over-extraction of funds leads to interest loss

---

### 3 **Code Logic & Functional Flaws**

* Broken flows, unimplemented functions, or incorrect assumptions in the system design:

  * **\[H-02]** TurboRouter functions (`deposit`, `mint`, `createSafeAndDeposit`, etc.) do not work as intended (approval issue)
  * **\[M-04]** ERC4626 lacks compatibility with fee-on-transfer tokens (design limitation)
  * **\[L-01]** Boost cap update logic lacks validation (risk of overflowed vault state)
  * **\[N-01]** Emit functions called prematurely (potential for misleading logs)

---

### 4 **External Dependency & Integration Risks**

* Reliance on external standards or contracts with implicit assumptions:

  * **\[H-01]** ERC4626 mint accounting assumptions broken if not 1:1 with shares
  * **\[M-04]** ERC4626 design does not handle fee-on-transfer tokens properly

---

### 5 **Economic Exploitation & Denial-of-Service Risks**

* Ability to manipulate economic parameters for unfair advantage or DoS:

  * **\[M-03]** Slurp frontrunnable by fee change (yield redirection risk)
  * **\[M-02]** Inconsistent boost accounting locks borrowing capacity

---

### 6 **Best Practices & Code Quality**

* Incomplete checks, code maintainability, and documentation:

  * **\[L-03]** Missing zero address checks
  * **\[N-01]** Prematurely emitted events
  * **Gas Optimizations**: Redundant storage reads, suboptimal variable caching"
94,"## **Vulnerability Categories (by Nature)**

### 1 **Access Control & Privilege Management**

* Abuse of privileged roles, trust issues, and lack of safeguards:

  * **\[H-01]** NFT owner can create multiple auctions, locking bidder funds
  * **\[H-02]** Creators can steal sale revenue by manipulating royalty structures
  * **\[H-03]** Auction winner can steal offers post-auction
  * **\[M-13]** Escrowed NFTs can be stolen if no buy/auction exists
  * **\[M-05]** Incorrect royalty splits (truncated recipients)
  * **\[M-11]** Arbitrary limit on royalty recipients

---

### 2 **Economic Exploitation & Manipulation Risks**

* Undermining financial fairness, gaming protocol logic:

  * **\[H-02]** Creators manipulate royalties for personal gain
  * **\[H-03]** Auction winner exploits offer timing to double-dip
  * **\[M-01]** Reuse of EIP-712 signatures in private sales
  * **\[M-08]** Primary seller circumvents fees via transfers
  * **\[M-18]** Fees misapplied on unfinalized NFT sales
  * **\[M-15]** Non-standard royalty APIs cause unfair distribution
  * **\[M-12]** Private sale spoofing (frontrun attacks)

---

### 3 **Code Logic & Functional Flaws**

* Logical errors, missing checks, and incorrect behaviors:

  * **\[H-01]** Auction logic flaw (multiple auctions per NFT)
  * **\[H-03]** Post-auction offer exploit
  * **\[M-04]** Incomplete account migration (buy price not updated)
  * **\[M-02]** Withdrawals stuck due to receiver contract failure
  * **\[M-06]** Private sale fails if buyer's balance locked in offer
  * **\[M-09]** Missing `to` validation in `withdrawFrom`
  * **\[M-07]** Revert risk in `_getCreatorPaymentInfo` (unbounded loops)
  * **\[M-10]** Bit manipulation issues in `LockedBalance` struct
  * **\[M-14]** Upgradable escrow concerns

---

### 4 **External Dependency & Integration Risks**

* Reliance on non-standard or external behaviors:

  * **\[M-05]** Royalty splits based on arbitrary array limits
  * **\[M-15]** Assumptions on `getRoyalties()` API
  * **\[M-16]** EIP-2981 support mishandling royalty precision
  * **\[M-17]** Lack of CryptoPunks support

---

### 5 **Best Practices & Code Quality**

* Missing validations, unchecked conditions, and poor code hygiene:

  * **\[M-03]** Lack of allowance race protection (`approve` front-run vulnerability)
  * **\[M-09]** Missing receiver checks in `withdrawFrom`
  * **\[M-10]** Incorrect bit packing assumptions
  * **\[M-11]** Hard-coded royalty recipient limits
  * **\[L-01]** Unhandled `marketLockupFor` edge case
  * **\[N-01]** Signature re-use risk in `adminAccountMigration`
  * **Gas Optimizations**: Storage inefficiencies and redundant operations"
96,"## **Vulnerability Categories (by Nature)**

### 1 **Access Control & Privilege Management**

* Absence of robust permission checks, leading to potential privilege escalation:

  * **\[M-03]** NPM dependency confusion (external ecosystem trust issue)

---

### 2 **Economic Exploitation & Logical Manipulation Risks**

* Exploiting system logic for unintended financial gain or to avoid repayments:

  * **\[H-01]** Collateral withdrawal without debt repayment (broken invariant check)
  * **\[M-02]** `pay()` function remains vulnerable to Denial-of-Service via frontrunning repayments
  * **\[M-08]** Exploitable private sale conditions in prior Timeswap contests (mentioned contextually)

---

### 3 **Arithmetic & Calculation Errors**

* Math flaws, underflows, and miscalculations:

  * **\[M-01]** Underflow in `borrowGivenDebtETHCollateral` function leading to broken ETH transfers
  * **\[L-01]** `tokenURI` failures due to low-decimal ERC20 tokens in `NFTTokenURIScaffold`

---

### 4 **External Dependency & Ecosystem Risks**

* Unsecured external dependencies and assumptions:

  * **\[M-03]** NPM package unclaimed (dependency confusion)
  * **\[L-01]** ERC20 token decimal assumptions leading to integration failure

---

### 5 **Code Logic & Functional Flaws**

* Core logic errors, broken assumptions, and missing checks:

  * **\[H-01]** Improper order of checks in `pay()` leads to collateral theft
  * **\[M-02]** Denial-of-Service risk in `pay()` function from repayment race
  * **\[L-01]** `tokenURI` misbehavior with non-standard decimals
  * **General**: Gas optimization issues due to inefficient code patterns and modifier usage

---

### 6 **Best Practices & Code Quality**

* Improvements in gas efficiency, code clarity, and robustness:

  * Gas optimizations: Redundant storage reads, inefficient variable usage
  * Modifier inlining: `onlyConvenience` used once, can be inlined
  * Replace revert strings with **custom errors** for gas savings
  * Loop optimizations: Cache array lengths in `for` loops"
97,"## **Vulnerability Categories (by Nature)**

### 1 **Access Control & Privilege Management**

* Risks from overly centralized control and improper privilege management:

  * **\[M-04]** Owner has full control over protocol (centralization risk)
  * **\[M-02]** `pauser` can brick contracts by pausing and renouncing
  * **\[M-11]** Setting new liquidity pool breaks contract
  * **\[M-12]** Changing LP token breaks contract
  * **\[M-15/M-16]** Improper state handling for exclusion lists
  * **\[M-05]** Frontrunning of cap setting creates privilege timing risks

---

### 2 **Arithmetic & Calculation Errors**

* Logic flaws, underflow/overflow, and precision loss:

  * **\[H-02]** LP share price manipulation leads to frozen funds
  * **\[H-03]** Wrong fee formula causes funds loss
  * **\[H-05]** Precision loss due to large `totalShares`
  * **\[M-17]** Incorrect condition in price calculation
  * **\[M-01]** Unsupported tokens block withdrawal
  * **\[M-09]** No bounds on fee variables cause risks
  * **\[M-14]** Unbounded loops risk out-of-gas errors

---

### 3 **Economic Exploitation & Logical Manipulation Risks**

* Exploiting protocol logic for unfair gains or DoS:

  * **\[H-01]** Deposit native token for free (EOA calls succeed)
  * **\[H-02]** LP share price manipulation freezes liquidity
  * **\[H-04]** Deletion of `nftInfo` erases unpaid rewards
  * **\[H-05]** Precision loss wipes rewards
  * **\[M-06]** DoS by gas limit manipulation (NFT stacking)
  * **\[M-07]** Sending tokens near max limit causes user loss
  * **\[M-08]** Incentive pool drain attack
  * **\[M-03]** Incompatibility with rebasing/deflationary tokens

---

### 4 **External Dependency & Ecosystem Risks**

* Integration risks from external components and ecosystem assumptions:

  * **\[M-03]** Rebasing/deflationary token incompatibility
  * **\[M-10]** Calls to non-existent contracts succeed
  * **\[M-13]** Improper `tokenGasPrice` design overcharges users

---

### 5 **Code Logic & Functional Flaws**

* Broken or inconsistent functional behavior:

  * **\[H-01]** Native token deposit vulnerability
  * **\[H-04]** Unpaid rewards wiped on `nftInfo` deletion
  * **\[M-14]** Unbounded loops risk DoS
  * **\[M-11/M-12]** Contract state inconsistencies on variable changes
  * **\[M-08]** Incentive pool drain logic gap

---

### 6 **Best Practices & Code Quality**

* Code-level improvements, safe coding standards:

  * Replacing low-level calls with proper interface usage
  * Ensuring proper checks on `toChainId`/`fromChainId` consistency
  * Defining clear bounds for fee and cap variables
  * Adding gas optimizations (39 reports suggested)"
98,"1.  **Mathematical and Arithmetic Vulnerabilities:**
    * Incorrect calculations due to implicit rounding in division and multiplication, and flawed integer to unsigned integer conversions, potentially allowing collateral-less minting or unfair collateral claims ([H-02]).

2.  **Data Representation and Display Vulnerabilities:**
    * Incorrect strike prices displayed in token names/symbols due to a string slicing bug, leading to user confusion ([H-01]).
    * QToken symbols using only the last two digits of the year, potentially leading to confusion with options expiring 100 years apart ([M-05]).

3.  **Meta-Transaction Implementation Flaws:**
    * Wrong implementation of EIP712MetaTransaction initializers, potentially causing revertals during contract initialization ([H-03]).
    * Failed meta-transactions not incrementing nonces, leaving them open to replay attacks if conditions change ([H-04]).

4.  **Access Control and Permission Vulnerabilities:**
    * A `COLLATERAL_MINTER_ROLE` (which could be granted by the deployer) having the ability to mint arbitrary amounts of collateral tokens, posing a centralization risk ([M-02]).
    * Potential for arbitrary code execution with the `Controller` contract as `msg.sender` via the `QTokenPermit` action if a malicious contract address is provided as the `qToken` ([M-08]).

5.  **Upgradeable Contract and Proxy Vulnerabilities:**
    * Use of a non-upgradeable `SafeERC20.sol` in the upgradeable `Controller.sol` contract ([M-01]).
    * The admin of the upgradeable proxy for `Controller.sol` having the ability to change the contract logic and potentially steal user funds (allowances and contract holdings) ([M-10]).

6.  **Oracle and External Data Feed Issues:**
    * Usage of deprecated Chainlink oracle functions (`latestAnswer()` and `getAnswer()`) ([M-03]).
    * Spreads could be minted using an oracle that has been deactivated in the `OracleRegistry`, bypassing intended safety mechanisms ([M-09]).

7.  **External Call and Interaction Vulnerabilities:**
    * `OperateProxy.callFunction()` not checking if the `callee` address is actually a contract, potentially leading to unexpected behavior if a non-contract address is called ([M-06]).
    * Low-level `call()` in `TimelockController.sol` not checking for target account existence, potentially leading to silent failures for transfers to non-existent addresses ([M-07]).

8.  **Governance and System Integrity Vulnerabilities:**
    * `ConfigTimeLockController` allowing `minimumDelay` to be set to an arbitrarily large value, potentially rendering `QuantConfig` unusable by preventing timely updates ([M-04]).
"
100,"## 1 **Access Control and Authorization Issues**

* Insufficient protections on critical functions allow unauthorized actions:

  * Front-runnable `initialize()` functions lack proper access control (L-03)
  * Strategy migration risks without base token validation (M-04)
  * Ownership transfer lacks two-step confirmation, risking accidental loss of admin control (L-01)
  * Missing zero-address checks in constructors and setters (N-01)

---

## 2 **Fund Handling and Asset Accounting Risks**

* Logic flaws leading to loss, misallocation, or lockup of user funds:

  * Strategy migration may leave tokens in old strategies, distorting share calculations (H-01)
  * First depositor manipulation causes share minting errors (H-02)
  * Withdrawal delay bypass through token transfers (H-03)
  * Inconsistent reward accounting between totalAssets() and strategy value (M-05)
  * Incorrect `getSharesForAmount()` calculation for initial deposits (M-03)
  * Duplicate market identifiers overwrite existing markets (M-01)
  * Funds stuck due to incorrect approvals (L-02)

---

## 3 **Reentrancy and State Management Risks**

* External calls without proper state updates or reentrancy protection:

  * Reentrancy risks in `withdraw()` and migration functions (H-01, M-04, L-03)
  * Improper state updates in multi-step asset transfers and migrations (M-04, M-05)

---

## 4 **Oracle and Pricing Logic Issues**

* Reliance on external data without proper validation or accurate assumptions:

  * Incorrect behavior for market expiry—documentation and code mismatch (M-02)
  * Inconsistent price calculation logic in oracles and valuation functions (M-05)

---

## 5 **Input Validation and Edge Case Handling**

* Missing checks on parameters or logic paths enabling exploits:

  * Lack of validation on strategy base tokens during migration (M-04)
  * Missing checks for zero values and invalid parameters (L-01, L-02, L-05, N-01)
  * Unchecked share minting in first deposit scenarios (H-02)

---

## 6 **Denial-of-Service (DoS) and Griefing Vectors**

* Logic flaws allowing protocol disruptions:

  * Withdrawal delay bypass via token transfers enables continuous withdrawal exploitation (H-03)
  * Griefing risks in reward distribution due to improper asset accounting (M-05)

---

## 7 **Code Quality, Best Practices, and Maintainability Issues**

* Code hygiene, readability, and maintainability concerns:

  * Unchecked `transfer()`/`transferFrom()` calls instead of `safeTransfer` (L-04)
  * Unsafe use of `approve()` instead of `safeApprove` (L-05)
  * Lack of pausable modifiers for contract emergency response (N-02)
  * Missing validation on vault input addresses (N-03)

---

## 8 **Gas Optimization Opportunities**

* Inefficient code patterns, redundant storage reads, and unnecessary operations:

  * Extensive gas optimization suggestions, including:

    * Caching storage reads in local variables
    * Tight storage packing
    * Unchecking arithmetic operations where safe
    * Custom errors instead of revert strings
    * Using `++i` over `i++`
    * Reducing external calls
    * 29 separate reports submitted on gas optimizations"
101,"## 1 **Access Control and Authorization Issues**

* Weak or missing restrictions on sensitive actions:

  * Anyone can call `withdrawInterest()` for any lender (M-02)
  * Unrestricted calling of `start()` allows front-running and manipulation (M-03)
  * Lack of proper ownership/access management on key contract functions (L-01, L-03)

---

## 2 **Fund Handling and Principal Misaccounting**

* Logic flaws in liquidity or asset accounting can cause over-withdrawal or loss:

  * Incorrect principal withdrawal calculation when start fee is applied (H-01)
  * Wrong treatment of `_principalWithdrawable` as shares in `terminate()` (H-02)
  * Returning 0 on cancellation instead of actual user balance (L-03)
  * Locked deposits or zero-withdrawals from edge-case bugs (M-10)

---

## 3 **Reentrancy and State Consistency Risks**

* Unsafe external calls and poor internal state handling:

  * Reentrancy risks in withdraw-related functions (H-02, L-03)
  * No `nonReentrant` protection on initializer-like or balance-transfer logic (H-02, M-02)

---

## 4 **Oracle and External Dependency Issues**

* Assumptions about tokens or price feeds not holding universally:

  * Use of `.transfer()` with non-compliant ERC20s like USDT (M-01)
  * Small decimal tokens may accrue 0 interest due to rounding (M-04)
  * External yield strategy assumptions can be gamed (M-03)

---

## 5 **Input Validation and Edge Case Handling**

* Lack of parameter checks enables misbehavior or failure:

  * `start()` can be gamed by timing manipulation and external pool imbalance (M-03)
  * No checks on token behavior or decimals (M-01, M-04)
  * Token approval issues from improper allowance resets (L-05)

---

## 6 **Denial-of-Service (DoS) and Griefing Vectors**

* Logic can be disrupted or blocked maliciously:

  * DOS risk via zero-value withdrawal loops (M-10)
  * External yield strategy imbalance at known `startTime` (M-03)
  * Repeated `withdrawInterest()` calls before desired timing (M-02)

---

## 7 **Documentation, Naming, and Code Hygiene**

* Best practice, readability, and maintainability concerns:

  * Missing or misleading event data (`BorrowedFromPooledCreditLine`) (L-01)
  * Typos and naming inconsistencies (`terminatd`, `reqeuested`) (L-06, L-08)
  * Mixed-up strategy definitions in documentation (L-07)
  * Poor naming conventions reduce readability (L-08)

---

## 8 **Upgradeable Contract Safety**

* Missing practices for proxy-safe patterns:

  * Use of non-upgradeable OZ contracts like `ReentrancyGuard` with constructors (L-02)

---

## 9 **Gas Optimization Opportunities**

* Redundant operations and inefficient patterns across the codebase:

  * 19 reports detailing optimizations like:

    * Using `unchecked{++i}` in loops
    * Switching from `memory` to `calldata`
    * Combining mappings into structs
    * Replacing `require` with custom errors
    * Avoiding repeated storage reads
    * Replacing `return` with `continue` in loops
    * Upgrading Solidity version to 0.8.10+"
102,"## 1 **Access Control and Authorization Flaws**

* Insufficient or overly complex privilege management, risking misuse:

  * Complex and redundant role system introduces privilege confusion (Low-Risk Reports)
  * Unclear distinction between admin roles (`GOVERNOR`, `PCV_CONTROLLER`, `CONTRACT_ADMIN`) leads to inconsistent access (Low-Risk Reports)
  * Functions callable without strict access control (`grantMinter`, `revokeRole`) (Low-Risk Reports)

---

## 2 **Fund Handling, Reward Accounting, and Oracle Misconfigurations**

* Logic errors in fund distribution, reward calculation, or pricing:

  * Oracle price resets incorrectly due to mismanaged timestamps (`H-01`)
  * `vcon` address update not propagated across protocol (M-01)
  * Buffer cap updates fail to enforce limits correctly (M-02, M-05)
  * Incorrect reward scaling assumptions in `OracleRef` (M-04)
  * Division by zero risk in deviation calculations (M-03)
  * NonCustodialPSM may become insolvent due to CPI exceeding yield rates (M-06)

---

## 3 **Reentrancy, Race Conditions, and State Consistency Issues**

* External calls without proper state management or race condition handling:

  * Oracle updates and reward logic can lead to inconsistent state (H-01)
  * Reentrancy concerns in withdraw functions (Low-Risk Reports)

---

## 4 **Input Validation and Edge Case Handling**

* Missing checks on critical inputs, risking unexpected behavior:

  * Lack of validation in `CoreRef`, `OracleRef`, and withdrawal functions (Low-Risk Reports)
  * `startTime` reset logic in oracle leads to inaccurate pricing (H-01)
  * Zero address checks missing in multiple constructors (Low-Risk Reports)

---

## 5 **Denial-of-Service (DoS) and Griefing Vectors**

* Logic flaws that enable blocking or draining of funds:

  * Frontrunning risk in buffer refill logic (M-05)
  * Oracle reset issues can be gamed for profit (H-01)
  * Overuse of roles can lead to mismanagement and accidental DoS (Low-Risk Reports)

---

## 6 **Oracle and External Data Handling Risks**

* Oracle assumptions leading to data inaccuracies:

  * Backup oracle assumes same scaling factor as main oracle, risking wrong prices (M-04)
  * Lack of fallback or redundancy checks in oracle setup (Low-Risk Reports)

---

## 7 **Code Quality, Maintainability, and Best Practices**

* Poor code hygiene or clarity increases maintenance risk:

  * Redundant and unused roles, functions, and modifiers (Low-Risk Reports)
  * Deprecated patterns (`ecrecover` instead of `ECDSA.recover`) (Low-Risk Reports)
  * Unclear comments and documentation (Low-Risk Reports)
  * Mixed use of `init()` and `constructor` logic (Low-Risk Reports)

---

## 8 **Gas Optimization Opportunities**

* Redundant logic and inefficient patterns:

  * 25+ separate gas optimizations, including:

    * Unnecessary storage reads and recalculations
    * Redundant modifiers and role checks
    * Replacing `require()` strings with custom errors
    * Solidity version upgrade recommendations
    * Replacing `bool` with `uint256` for storage
    * Local variable caching
    * Inlining single-use internal functions
    * Loop optimizations and merging redundant logic"
103,"## 1 **Access Control and Authorization Flaws**

* Insufficient role checks, enabling misuse:

  * Arbitrary approval of tokens and approvals to untrusted addresses (`M-01`, `M-10`)
  * Lack of strict checks in bridging functions (`M-09`, `M-07`)
  * Functions like `initNXTP`, `initHop`, and `initCbridge` can be re-initialized, breaking contract assumptions (`L-01`)

---

## 2 **Fund Handling, Accounting, and Residual Funds Risks**

* Incorrect handling of token balances, residual funds, and refunds:

  * Lost funds when `receivingAssetId` mismatches between `LiFiData` and `SwapData` (`H-01`)
  * Failure to return excess funds from swaps (`M-03`)
  * Unclaimed rewards or residual funds stuck in contracts (`M-02`, `M-09`)
  * Residual approvals left on arbitrary tokens (`M-10`)

---

## 3 **Reentrancy and State Consistency Risks**

* Vulnerabilities from external calls without proper state management:

  * Reentrancy in swap and bridge functions (`M-08`)
  * Unsafe `msg.value` handling in multi-swap scenarios leads to value draining (`M-04`)
  * Incorrect balance calculations post-swap enable double-spending (`M-08`)

---

## 4 **Oracle and External Dependency Risks**

* Lack of validation on external dependencies:

  * Assumptions about DEX or bridge behavior without whitelisting (`M-01`, `M-10`)
  * Oracle reliance without robust fallback mechanisms (linked to pricing risks, not explicitly reported)

---

## 5 **Input Validation and Edge Case Handling**

* Insufficient checks on inputs, enabling unintended behaviors:

  * Missing checks for zero values in multiple functions (`L-02`)
  * Lack of validation in critical bridging and swap paths (`M-05`, `M-06`, `M-09`)

---

## 6 **Denial-of-Service (DoS) and Griefing Vectors**

* Logical flaws allowing protocol disruption:

  * Griefing via repeated swaps and excessive `msg.value` drains (`M-04`)
  * Native funds sent to ERC20 bridges get stuck (`M-07`)
  * Locked assets from function misbehavior (`M-02`)

---

## 7 **Code Quality, Naming, and Maintainability Issues**

* Best practice violations and code hygiene concerns:

  * Misleading function names (`L-01`)
  * Missing or incorrect event emissions (`M-06`)
  * Typos, unclear comments, and inconsistent naming (`L-01` to `L-06`)

---

## 8 **Gas Optimization Opportunities**

* Redundant operations and inefficient patterns:

  * Extensive gas optimization suggestions including:

    * Caching storage reads
    * Reducing approvals
    * Merging loops and simplifying checks
    * Replacing `require` strings with custom errors
    * Upgrading to Solidity 0.8.x
    * 37 separate gas optimization reports identified"
